"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Specie"
"forward_CO1_187"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_188"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_189"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_190"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_191"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_192"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_193"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_194"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_195"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_196"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Microcalanus"	"Microcalanus sp. D AC-2021"
"forward_CO1_197"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_198"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_199"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_200"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_201"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_202"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Thelepus"	"Thelepus australiensis"
"forward_CO1_203"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_204"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Scolelepis"	"Scolelepis squamata"
"forward_CO1_205"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanus"	"Calanus chilensis"
"forward_CO1_206"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Phalacrostemma"	"Phalacrostemma sp. AM_W50676"
"forward_CO1_207"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_208"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_209"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_210"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_211"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_212"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_213"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_214"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_215"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_216"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_217"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_218"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_219"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_220"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_221"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Thelepus"	"Thelepus australiensis"
"forward_CO1_222"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_223"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_224"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_225"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_226"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_227"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_228"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_229"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_230"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_231"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_232"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_233"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_234"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_235"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_236"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_237"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_238"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_239"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_240"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_241"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_242"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_243"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_244"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_245"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanus"	"Calanus chilensis"
"forward_CO1_246"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_247"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Sphaeronectidae"	"Sphaeronectes"	"Sphaeronectes koellikeri"
"forward_CO1_248"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_249"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Microcalanus"	"Microcalanus sp. D AC-2021"
"forward_CO1_250"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_251"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Clausocalanidae"	"Drepanopus"	"Drepanopus forcipatus"
"forward_CO1_252"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_253"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_254"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_255"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_256"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_257"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_258"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_259"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_260"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_261"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_262"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_263"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_264"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_265"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_266"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_267"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_268"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_269"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_270"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_271"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_272"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_273"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_274"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_275"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_276"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_277"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_278"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_279"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Pontellidae"	"Pontella"	"Pontella chierchiae"
"forward_CO1_280"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_281"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Leptothecata"	"Clytiidae"	"Clytia"	"Unassigned"
"forward_CO1_282"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_283"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Poecilostomatoida"	"Oncaeidae"	"Oncaea"	"Oncaea scottodicarloi"
"forward_CO1_284"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloropicon"	"Chloropicon laureae"
"forward_CO1_285"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_286"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_287"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_288"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_289"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_290"	"Eukaryota"	"Bryozoa"	"Gymnolaemata"	"Ctenostomatida"	"Alcyonidiidae"	"Alcyonidium"	"Unassigned"
"forward_CO1_291"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_292"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_293"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_294"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_295"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_296"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_297"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_298"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_299"	"Eukaryota"	"Bacillariophyta"	"Mediophyceae"	"Cymatosirales"	"Cymatosiraceae"	"Minutocellus"	"Minutocellus polymorphus"
"forward_CO1_300"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Spiophanes"	"Unassigned"
"forward_CO1_301"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_302"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_303"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanus"	"Calanus chilensis"
"forward_CO1_304"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanus"	"Calanus chilensis"
"forward_CO1_305"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_306"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Pontellidae"	"Pontella"	"Pontella chierchiae"
"forward_CO1_307"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_308"	"Eukaryota"	"Chlorophyta"	"Mamiellophyceae"	"Mamiellales"	"Bathycoccaceae"	"Bathycoccus"	"Bathycoccus prasinos"
"forward_CO1_309"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Sphaeronectidae"	"Sphaeronectes"	"Sphaeronectes koellikeri"
"forward_CO1_310"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_311"	"Eukaryota"	"Chlorophyta"	"Chloropicophyceae"	"Chloropicales"	"Chloropicaceae"	"Chloroparvula"	"Chloroparvula pacifica"
"forward_CO1_312"	"Eukaryota"	"Annelida"	"Polychaeta"	"Phyllodocida"	"Syllidae"	"Syllis"	"Syllis magellanica"
"forward_CO1_313"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_314"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_315"	"Eukaryota"	"Cnidaria"	"Hydrozoa"	"Siphonophorae"	"Diphyidae"	"Muggiaea"	"Muggiaea atlantica"
"forward_CO1_316"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_317"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_318"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_319"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_320"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_321"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_322"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_323"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_324"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_325"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_326"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_327"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_328"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_329"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_330"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_331"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_332"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_333"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_334"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_335"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_336"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_337"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_338"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_339"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_340"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_341"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_342"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Thelepus"	"Thelepus australiensis"
"forward_CO1_343"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Thelepus"	"Thelepus australiensis"
"forward_CO1_344"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Thelepus"	"Thelepus australiensis"
"forward_CO1_345"	"Eukaryota"	"Annelida"	"Polychaeta"	"Terebellida"	"Terebellidae"	"Thelepus"	"Thelepus australiensis"
"forward_CO1_346"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_347"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_348"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_349"	"Eukaryota"	"Annelida"	"Polychaeta"	"Sabellida"	"Sabellariidae"	"Idanthyrsus"	"Idanthyrsus macropalea"
"forward_CO1_350"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_351"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_352"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_353"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_354"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_355"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_356"	"Eukaryota"	"Arthropoda"	"Malacostraca"	"Decapoda"	"Pinnotheridae"	"Unassigned"	"Unassigned"
"forward_CO1_357"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_358"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_359"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_360"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_361"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_362"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_363"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Temoridae"	"Eurytemora"	"Eurytemora affinis"
"forward_CO1_364"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_365"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_366"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_367"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_368"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_369"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_370"	"Eukaryota"	"Arthropoda"	"Thecostraca"	"Verrucomorpha"	"Verrucidae"	"Verruca"	"Verruca laevigata"
"forward_CO1_371"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_372"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_373"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Calanidae"	"Calanoides"	"Calanoides patagoniensis"
"forward_CO1_374"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_375"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_376"	"Eukaryota"	"Arthropoda"	"Hexanauplia"	"Calanoida"	"Paracalanidae"	"Paracalanus"	"Paracalanus sp. D AC-2013"
"forward_CO1_377"	"Eukaryota"	"Annelida"	"Polychaeta"	"Spionida"	"Spionidae"	"Spiophanes"	"Unassigned"
"forward_CO1_378"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_379"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
"forward_CO1_380"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"	"Unassigned"
